Start,End,Speaker,Text
0 days 00:08:52,0 days 00:08:56,SPEAKER 1, And the polls in South Carolina show that her message is working there.
0 days 00:08:56,0 days 00:09:01,SPEAKER 1," And if it works there and she comes out of New Hampshire and Iowa in a strong way, she'll"
0 days 00:09:01,0 days 00:09:02,SPEAKER 1, be a factor.
0 days 00:09:02,0 days 00:09:06,SPEAKER 1," And I think that everybody watching the debates on Wednesday and Thursday, what they're going"
0 days 00:09:06,0 days 00:09:09,SPEAKER 1, to be looking for is who can go toe-to-toe with Donald Trump.
0 days 00:09:09,0 days 00:09:11,SPEAKER 1, That is going to be the underlying question of them.
0 days 00:09:11,0 days 00:09:16,SPEAKER 1," So they could speak pretty, but if they can feel like they are presidential, that they could"
0 days 00:09:16,0 days 00:09:18,SPEAKER 1, actually basically not the sky down.
0 days 00:09:18,0 days 00:09:20,SPEAKER 1, That is going to basically be a ding on them.
0 days 00:09:20,0 days 00:09:22,SPEAKER 1," And for a lot of these folks, it's going to be a marathon."
0 days 00:09:22,0 days 00:09:24,SPEAKER 1, They can't all of a sudden come out swimming too much.
0 days 00:09:24,0 days 00:09:27,SPEAKER 1, And they don't want to tarnish whoever the Democratic is.
0 days 00:09:27,0 days 00:09:31,SPEAKER 1, It's a very different type of race where before you wanted to ding down your candidates as fast
0 days 00:09:31,0 days 00:09:37,SPEAKER 1," as possible, there's an understanding undertone that whoever ends up being the Democratic nominee,"
0 days 00:09:37,0 days 00:09:38,SPEAKER 1, they can't be bruised.
0 days 00:09:38,0 days 00:09:39,SPEAKER 1, That's really tough.
0 days 00:09:39,0 days 00:09:44,SPEAKER 1, Can I sound a slight descent on that?
0 days 00:09:44,0 days 00:09:45,SPEAKER 1, Sure.
0 days 00:09:45,0 days 00:09:46,SPEAKER 1, That's not early.
0 days 00:09:46,0 days 00:09:50,SPEAKER 1, That's one reason for this crowded field.
0 days 00:09:50,0 days 00:09:58,SPEAKER 1," And despite this talk about keeping our nominee intact, it's going to be a real brawl because"
0 days 00:09:58,0 days 00:10:05,SPEAKER 1," everyone in there, professes friendship, Bernie Sanders for Senator Warren, but they're"
0 days 00:10:05,0 days 00:10:07,SPEAKER 1, all in it to win it.
0 days 00:10:07,0 days 00:10:09,SPEAKER 1, And I think it's going to get dirty early.
0 days 00:10:09,0 days 00:10:13,SPEAKER 1, And I don't think any of them are worried about cutting anyone else up.
0 days 00:10:13,0 days 00:10:14,SPEAKER 2, And our voters deserve that.
0 days 00:10:14,0 days 00:10:17,SPEAKER 2, We actually deserve to have a robust primary.
0 days 00:10:17,0 days 00:10:20,SPEAKER 2," So your point, this needs to be an issues discussion."
0 days 00:10:20,0 days 00:10:24,SPEAKER 2," If we just make this about who beats Donald Trump, we'll go with the safe candidate, but"
0 days 00:10:24,0 days 00:10:28,SPEAKER 2, the risk of that is that we're going to lose a whole generation of progressive politics.
0 days 00:10:28,0 days 00:10:30,SPEAKER 2, We've got an opportunity now to do something about student loans.
0 days 00:10:30,0 days 00:10:34,SPEAKER 2, We've got an opportunity to break up big corporations.
0 days 00:10:34,0 days 00:10:37,SPEAKER 2, We've got an opportunity to actually get Medicare for all.
0 days 00:10:37,0 days 00:10:38,SPEAKER 2, These are huge issues.
0 days 00:10:38,0 days 00:10:41,SPEAKER 2," And there are issues for millennials and for generation Z, right?"
0 days 00:10:41,0 days 00:10:47,SPEAKER 2, And so we can't actually concede this moment of progressive possibility simply because Trump
0 days 00:10:47,0 days 00:10:49,SPEAKER 2, is such a distraction.
0 days 00:10:49,0 days 00:10:54,SPEAKER 2," And so I worry sometimes when we begin to talk about who is most presidential, right?"
0 days 00:10:54,0 days 00:10:58,SPEAKER 2," Because part of what that does is it disadvantages women, it disadvantages people of color."
0 days 00:10:58,0 days 00:11:01,SPEAKER 2, And so what I'm hoping is that folks will go ahead and pull their knives.
0 days 00:11:01,0 days 00:11:03,SPEAKER 2, People actually got a fight for it.
0 days 00:11:03,0 days 00:11:05,SPEAKER 2, Donald Trump is a pugilist.
0 days 00:11:05,0 days 00:11:10,SPEAKER 2," And people want to know who can beat him intellectually, but who can also outpace him morally?"
0 days 00:11:10,0 days 00:11:15,SPEAKER 2, And who can also tamp down his tone and his ability to sort of dominate conversations
0 days 00:11:15,0 days 00:11:17,SPEAKER 2, by just yelling in people's ear?
0 days 00:11:17,0 days 00:11:20,SPEAKER 2, And sometimes the people that can do that are actually just a little bit quieter and they
0 days 00:11:20,0 days 00:11:22,SPEAKER 2, force you to lean in and listen.
0 days 00:11:22,0 days 00:11:23,SPEAKER 2, And that's what I hope happens here.
0 days 00:11:23,0 days 00:11:28,SPEAKER 1," No, I mean, I think that that's, I think all of that actually is the reason why I actually"
0 days 00:11:28,0 days 00:11:31,SPEAKER 1, think something like someone a person of color or a woman is act an actual opportunity.
0 days 00:11:31,0 days 00:11:32,SPEAKER 1, Yeah.
0 days 00:11:32,0 days 00:11:35,SPEAKER 1," Because people actually are saying, you know what, the same old politics hasn't worked, but"
0 days 00:11:35,0 days 00:11:39,SPEAKER 1," I do think that there's a lot, there's an almost understanding of we can go ahead and"
0 days 00:11:39,0 days 00:11:41,SPEAKER 1, fight to toe to toe when it comes to policy.
0 days 00:11:41,0 days 00:11:44,SPEAKER 1," But when we start talking about character assassination, they're going to be trading very,"
0 days 00:11:44,0 days 00:11:45,SPEAKER 1, very carefully.
0 days 00:11:45,0 days 00:11:46,SPEAKER 2, Let me say real quick.
0 days 00:11:46,0 days 00:11:49,SPEAKER 2," One of the other things that I think needs to happen, we've actually got to appeal, see,"
0 days 00:11:49,0 days 00:11:52,SPEAKER 2," when people feel afraid, then they don't want to take risks."
0 days 00:11:52,0 days 00:11:53,SPEAKER 2, They want to go for the safe option.
0 days 00:11:53,0 days 00:11:58,SPEAKER 2," I'm looking for candidate who's going to say, here's why it's worth risking even more on"
0 days 00:11:58,0 days 00:12:01,SPEAKER 2, me because that's the people that we need.
0 days 00:12:01,0 days 00:12:04,SPEAKER 2," We need folks who are going to say, even though you feel totally assaulted by this current"
0 days 00:12:04,0 days 00:12:07,SPEAKER 2," president, it's actually not the moment to play it safe."
0 days 00:12:07,0 days 00:12:10,SPEAKER 1, It's actually the moment to go big.
0 days 00:12:10,0 days 00:12:12,SPEAKER 1, That's going to be a dangerous policy.
0 days 00:12:12,0 days 00:12:15,SPEAKER 1," The majority of people, when they voted for Donald Trump in 2016, is that they basically"
0 days 00:12:15,0 days 00:12:16,SPEAKER 1, tossed a coin.
0 days 00:12:16,0 days 00:12:20,SPEAKER 1," They said, we never recovered financially from 2008."
0 days 00:12:20,0 days 00:12:22,SPEAKER 1, We actually wanted a different lot.
0 days 00:12:22,0 days 00:12:24,SPEAKER 1, And that's why you saw so many white women vote for him.
0 days 00:12:24,0 days 00:12:28,SPEAKER 1," What happened in 2018, the midterm election, they said, wait a second, we need our health"
0 days 00:12:28,0 days 00:12:29,SPEAKER 1, care.
0 days 00:12:29,0 days 00:12:31,SPEAKER 1," And finally, separation is not okay."
0 days 00:12:31,0 days 00:12:34,SPEAKER 1, So you've got a whole bunch of suburban white women who come back.
0 days 00:12:34,0 days 00:12:38,SPEAKER 1," But the next step is, are economy, yes, maybe recovery, but I'm still not okay."
0 days 00:12:38,0 days 00:12:42,SPEAKER 1, So how are you going to have these conversations with the American people that are thinking audaciously
0 days 00:12:42,0 days 00:12:43,SPEAKER 1, that are thinking big?
0 days 00:12:43,0 days 00:12:44,SPEAKER 1, Right.
0 days 00:12:44,0 days 00:12:49,SPEAKER 1," Who walks off that debate stage with voters who are actually tuning over the first time, who"
0 days 00:12:49,0 days 00:12:52,SPEAKER 1, might be a little different than those watching at night or those of you at this table.
0 days 00:12:52,0 days 00:12:57,SPEAKER 1," And they say, oh, I heard of these people who left me with an idea about the kind of America"
0 days 00:12:57,0 days 00:12:58,SPEAKER 1, they want post Trump.
0 days 00:12:58,0 days 00:12:59,SPEAKER 1, That's what you're doing.
0 days 00:12:59,0 days 00:13:00,SPEAKER 1, You're not just wanting to beat Trump.
0 days 00:13:00,0 days 00:13:04,SPEAKER 1, You're also running to have something that you're going to do for everyone in service.
0 days 00:13:04,0 days 00:13:08,SPEAKER 1," When Trump is gone, if he's gone, if you were the victorious candidate, hey, I'm Harry"
0 days 00:13:08,0 days 00:13:09,SPEAKER 1, Melbourne from MSNBC.
0 days 00:13:09,0 days 00:13:13,SPEAKER 1," You could see more of our videos right here or better yet, subscribe to our YouTube channel"
0 days 00:13:13,0 days 00:13:14,SPEAKER 1, below.
0 days 00:13:14,0 days 00:13:17,SPEAKER 1," You could have been anywhere in the world that you're here with us, and we appreciate that."
