Start,End,Speaker,Text
0 days 00:00:58,0 days 00:01:00,SPEAKER 2," I don't understand, I don't understand half the things I thought I understood."
0 days 00:01:00,0 days 00:01:04,SPEAKER 2," I go, was he going back in the future or touching?"
0 days 00:01:04,0 days 00:01:06,SPEAKER 2," What, what was the pay off there?"
0 days 00:01:06,0 days 00:01:08,SPEAKER 1, I got to watch it again.
0 days 00:01:08,0 days 00:01:10,SPEAKER 2, I got to watch it again.
0 days 00:01:10,0 days 00:01:12,SPEAKER 1, There's no way you're going to watch it again.
0 days 00:01:12,0 days 00:01:14,SPEAKER 1, I'm going to watch it again.
0 days 00:01:14,0 days 00:01:16,SPEAKER 1," What, I usually have to watch it three to four times on this and stuff."
0 days 00:01:16,0 days 00:01:20,SPEAKER 2," What was the pay off of, I mean, again, no spoilers."
0 days 00:01:20,0 days 00:01:22,SPEAKER 2, I won't do that.
0 days 00:01:22,0 days 00:01:26,SPEAKER 2, But what was the pay off of him being half Targaryen?
0 days 00:01:26,0 days 00:01:28,SPEAKER 2, Yeah.
0 days 00:01:28,0 days 00:01:30,SPEAKER 2, No pay off there.
0 days 00:01:30,0 days 00:01:32,SPEAKER 2, No pay off.
0 days 00:01:32,0 days 00:01:34,SPEAKER 2," And then, I don't know, I don't know."
0 days 00:01:34,0 days 00:01:36,SPEAKER 2," There was a couple things, I just, I don't know."
0 days 00:01:36,0 days 00:01:38,SPEAKER 2," It was just, it was a bummer because I was like, you know what?"
0 days 00:01:38,0 days 00:01:40,SPEAKER 2, I love the show.
0 days 00:01:40,0 days 00:01:42,SPEAKER 2, They gave me eight seasons of awesome stuff.
0 days 00:01:42,0 days 00:01:44,SPEAKER 2, So props to them. I love every act on that.
0 days 00:01:44,0 days 00:01:46,SPEAKER 2," I just want, I didn't want to end."
0 days 00:01:46,0 days 00:01:48,SPEAKER 2, I wanted more and more and more years.
0 days 00:01:48,0 days 00:01:50,SPEAKER 2, I guess that's probably why I was just more mad at that.
0 days 00:01:50,0 days 00:01:54,SPEAKER 2," But then I woke up to Twitter just hating all over it and I was like, oh my God."
0 days 00:01:54,0 days 00:01:58,SPEAKER 2," Then someone found that water bottle like, who is time to find that tiny water bottle?"
0 days 00:01:58,0 days 00:02:00,SPEAKER 2, Who is time to find that tiny water bottle?
0 days 00:02:00,0 days 00:02:02,SPEAKER 2, Yeah.
0 days 00:02:02,0 days 00:02:04,SPEAKER 2," Find a thing and I go, oh gosh, I hear nitpicking."
0 days 00:02:04,0 days 00:02:06,SPEAKER 2," But anyways, I'm sad to see you go."
0 days 00:02:06,0 days 00:02:08,SPEAKER 2," How about you Higgins, you see Game of Thrones?"
0 days 00:02:08,0 days 00:02:10,SPEAKER 1, I did.
0 days 00:02:10,0 days 00:02:12,SPEAKER 2, Did you see the water bottle thing?
0 days 00:02:12,0 days 00:02:14,SPEAKER 2, Yeah.
0 days 00:02:14,0 days 00:02:18,SPEAKER 2," Because I, I mean, you can't believe you live in a water bottle in one of the shots after they, you know,"
0 days 00:02:18,0 days 00:02:20,SPEAKER 2, there was a Starbucks cup last week.
0 days 00:02:20,0 days 00:02:24,SPEAKER 1, You think it's somebody's job on set to make sure that that kind of thing doesn't happen.
0 days 00:02:24,0 days 00:02:26,SPEAKER 1, Yeah.
0 days 00:02:26,0 days 00:02:28,SPEAKER 2," You know, someone's in charge of that kind of thing."
0 days 00:02:28,0 days 00:02:30,SPEAKER 2," Yeah, I know, exactly."
0 days 00:02:30,0 days 00:02:32,SPEAKER 2," I mean, you gotta pay attention to details."
0 days 00:02:32,0 days 00:02:34,SPEAKER 2," You know, because it really takes you out of the whole thing when stuff like that happened."
0 days 00:02:34,0 days 00:02:36,SPEAKER 2," Oh, absolutely."
0 days 00:02:36,0 days 00:02:38,SPEAKER 1, Yeah.
0 days 00:02:38,0 days 00:02:40,SPEAKER 1," You know, I think there's a specific name for that kind of thing."
0 days 00:02:40,0 days 00:02:42,SPEAKER 1," It's called um, oh, jeez."
0 days 00:02:42,0 days 00:02:44,SPEAKER 2," It's like a, it's a, it's called a continuity error."
0 days 00:02:44,0 days 00:02:46,SPEAKER 2," Yes, yes."
0 days 00:02:46,0 days 00:02:52,SPEAKER 2," It happened from time to time when you're filming a movie or a TV show, but usually they're not so obvious, you know."
0 days 00:02:52,0 days 00:02:54,SPEAKER 1," Maybe we're being a little hard on them, you know what I mean?"
0 days 00:02:54,0 days 00:02:56,SPEAKER 1, I think it's just all the sets and the props and the costumes.
0 days 00:02:56,0 days 00:02:58,SPEAKER 1," Like a thousand extras, hard to manage, you know."
0 days 00:02:58,0 days 00:03:00,SPEAKER 2, That's a good point.
0 days 00:03:00,0 days 00:03:02,SPEAKER 2, That's a good point.
0 days 00:03:02,0 days 00:03:06,SPEAKER 2, But I can't imagine having to keep track of that in these details for that many seasons.
0 days 00:03:06,0 days 00:03:10,SPEAKER 1," Well, especially when you have millions of fans are going to analyze every single frame."
0 days 00:03:10,0 days 00:03:12,SPEAKER 1, Every single second of every single frame.
0 days 00:03:12,0 days 00:03:16,SPEAKER 2," But at the end of the day, I guess a few of the tiny mistakes"
0 days 00:03:16,0 days 00:03:19,SPEAKER 2," doesn't take away from the whole experience, you know."
0 days 00:03:19,0 days 00:03:22,SPEAKER 1," Still, I'm glad that kind of thing would never happen here, you know why?"
0 days 00:03:22,0 days 00:03:24,SPEAKER 1, Because we're the best in the biz.
0 days 00:03:24,0 days 00:03:27,SPEAKER 1," Always on the ball, nothing gets past us, right Jimmy?"
0 days 00:03:27,0 days 00:03:29,SPEAKER 1," Ha ha, you got that right."
0 days 00:03:29,0 days 00:03:33,SPEAKER 1, We'll be back with John.
0 days 00:03:33,0 days 00:03:34,SPEAKER 1," Let's go, guys."
0 days 00:03:34,0 days 00:03:35,SPEAKER 1, Stay tuned.
0 days 00:03:36,0 days 00:03:41,SPEAKER 1," Ha ha, sonny, no, no, I said."
0 days 00:03:41,0 days 00:03:44,SPEAKER 1," And it's sonny, no, no, no."
