Start,End,Speaker,Text
0 days 00:02:47,0 days 00:02:50,SPEAKER 2," There's values, there's social skills,"
0 days 00:02:50,0 days 00:02:52,SPEAKER 2, and there's personal identity.
0 days 00:02:52,0 days 00:02:55,SPEAKER 2, And having obviously each school each year level
0 days 00:02:55,0 days 00:02:58,SPEAKER 2, will vary in terms of which ones are strong
0 days 00:02:58,0 days 00:03:00,SPEAKER 2, and which ones are not quite so strong.
0 days 00:03:00,0 days 00:03:02,SPEAKER 2," And then it's a task, really,"
0 days 00:03:02,0 days 00:03:04,SPEAKER 2, of thinking about how do we best capitalize
0 days 00:03:04,0 days 00:03:07,SPEAKER 2," on the strengths of our students to increase those,"
0 days 00:03:07,0 days 00:03:10,SPEAKER 2, to remedy some of the areas that are not so strong?
0 days 00:03:10,0 days 00:03:12,SPEAKER 2," So, in answer to your question,"
0 days 00:03:12,0 days 00:03:15,SPEAKER 2," it's not so much any specific program,"
0 days 00:03:15,0 days 00:03:19,SPEAKER 2," it's more really identifying in that group of kids,"
0 days 00:03:19,0 days 00:03:21,SPEAKER 2," what are those strengths that I can call upon,"
0 days 00:03:21,0 days 00:03:23,SPEAKER 2, what are those vulnerabilities I need to address
0 days 00:03:23,0 days 00:03:25,SPEAKER 2, and planning it from there?
0 days 00:03:25,0 days 00:03:28,SPEAKER 2," And often, from that, basically, you start to get the answer."
0 days 00:03:28,0 days 00:03:31,SPEAKER 1, What are the challenges of using a bolt-on resilience program
0 days 00:03:31,0 days 00:03:32,SPEAKER 1, in isolation?
0 days 00:03:32,0 days 00:03:35,SPEAKER 1," If you go searching for a program and get one,"
0 days 00:03:35,0 days 00:03:37,SPEAKER 1," it may not be catered directly to the school,"
0 days 00:03:37,0 days 00:03:40,SPEAKER 1, and what you're targeting in resilience might be different.
0 days 00:03:40,0 days 00:03:44,SPEAKER 1," So, if you get the one program sort of a one-stop shop"
0 days 00:03:44,0 days 00:03:47,SPEAKER 1," or one fixes all, it may not be targeting what you need."
0 days 00:03:47,0 days 00:03:50,SPEAKER 1, But it's been working for you at your school.
0 days 00:03:50,0 days 00:03:53,SPEAKER 1," It has, yeah, the challenge we had is it can't look like tokenism,"
0 days 00:03:53,0 days 00:03:57,SPEAKER 1, so you can't just fix something by implementing a program.
0 days 00:03:57,0 days 00:03:59,SPEAKER 1, It has to be part of the culture of the school team.
0 days 00:03:59,0 days 00:04:02,SPEAKER 1," So, we do a lot of work, not just the program,"
0 days 00:04:02,0 days 00:04:05,SPEAKER 1, but also in terms of changing the language staff use
0 days 00:04:05,0 days 00:04:08,SPEAKER 1, and inside the classroom.
0 days 00:04:08,0 days 00:04:12,SPEAKER 1," So, we have set times for them doing sort of wellness stuff"
0 days 00:04:12,0 days 00:04:13,SPEAKER 1," and resiliency stuff,"
0 days 00:04:13,0 days 00:04:16,SPEAKER 1, but I think it's the more important time
0 days 00:04:16,0 days 00:04:18,SPEAKER 1, and the more effective stuff is done outside
0 days 00:04:18,0 days 00:04:21,SPEAKER 1," when they've taken that and implemented it in other situations,"
0 days 00:04:21,0 days 00:04:24,SPEAKER 1, whether it's in other classes or a recess or a lunchtime one.
0 days 00:04:24,0 days 00:04:26,SPEAKER 1," I think getting everyone on board too,"
0 days 00:04:26,0 days 00:04:28,SPEAKER 1," getting all your staff to go with you,"
0 days 00:04:28,0 days 00:04:31,SPEAKER 1," because if you have sections of your school,"
0 days 00:04:31,0 days 00:04:33,SPEAKER 1," not having to deal with it on a day-to-day basis,"
0 days 00:04:33,0 days 00:04:35,SPEAKER 1," it doesn't fly through, right, through your school."
0 days 00:04:35,0 days 00:04:37,SPEAKER 1, If you want your staff to be all on board
0 days 00:04:37,0 days 00:04:39,SPEAKER 1, and all sort of practicing it in some way
0 days 00:04:39,0 days 00:04:42,SPEAKER 1, and building those relationships with the kids.
0 days 00:04:42,0 days 00:04:45,SPEAKER 1, What are the benefits of integrating a resilience program
0 days 00:04:45,0 days 00:04:46,SPEAKER 1, into the curriculum?
0 days 00:04:46,0 days 00:04:50,SPEAKER 1," I mean, the benefits are that you get benefits"
0 days 00:04:50,0 days 00:04:53,SPEAKER 1," in the behavior, cooperation, the atmosphere in the class,"
0 days 00:04:53,0 days 00:04:57,SPEAKER 1, the work ethic of the students and the students themselves
0 days 00:04:57,0 days 00:04:58,SPEAKER 1," that are well-being, which is the most important thing"
0 days 00:04:58,0 days 00:04:59,SPEAKER 1, that you're after.
0 days 00:04:59,0 days 00:05:02,SPEAKER 2, I think what's valued in schools is what's measured.
0 days 00:05:02,0 days 00:05:05,SPEAKER 2," And so, unfortunately, we live in a nation"
0 days 00:05:05,0 days 00:05:07,SPEAKER 2, that measures literacy and numeracy
0 days 00:05:07,0 days 00:05:08,SPEAKER 2, and not terribly much else.
0 days 00:05:08,0 days 00:05:10,SPEAKER 2, I think what we really do need to do is to think about
0 days 00:05:10,0 days 00:05:14,SPEAKER 2, how do we measure students' resilience and well-being
0 days 00:05:14,0 days 00:05:17,SPEAKER 2, and have that as one of the clear outcomes for all schools.
0 days 00:05:17,0 days 00:05:21,SPEAKER 2," And the way to achieve that can be a kind of continuous program,"
0 days 00:05:21,0 days 00:05:24,SPEAKER 2," as Martin said, or other schools sort of will do it"
0 days 00:05:24,0 days 00:05:25,SPEAKER 2, in very different ways.
0 days 00:05:25,0 days 00:05:26,SPEAKER 2, And I think that's fine.
0 days 00:05:26,0 days 00:05:29,SPEAKER 2," There's many, many ways to achieve the same outcomes."
0 days 00:05:29,0 days 00:05:31,SPEAKER 2, Some schools will decide we're busy as bumblebees
0 days 00:05:31,0 days 00:05:34,SPEAKER 2, in terms one and four.
0 days 00:05:34,0 days 00:05:36,SPEAKER 2, So we're not going to try and add anything more
0 days 00:05:36,0 days 00:05:37,SPEAKER 2, because we're exhausted at that stage.
0 days 00:05:37,0 days 00:05:40,SPEAKER 2," But in terms two and three, we're on a program then."
0 days 00:05:40,0 days 00:05:42,SPEAKER 2," Or other schools say, well, we're not going to do a program"
0 days 00:05:42,0 days 00:05:45,SPEAKER 2, as a continuous kind of stream of sort of sessions.
0 days 00:05:45,0 days 00:05:47,SPEAKER 2, We all basically run festivals.
0 days 00:05:47,0 days 00:05:49,SPEAKER 2," We'll have a festival of friendship,"
0 days 00:05:49,0 days 00:05:50,SPEAKER 2," we'll have a festival of ideas,"
0 days 00:05:50,0 days 00:05:52,SPEAKER 2, and we'll have a festival of not knowing.
0 days 00:05:52,0 days 00:05:55,SPEAKER 2," And it's really, it's horses for courses here."
0 days 00:05:55,0 days 00:05:58,SPEAKER 2, It's really thinking about how do you achieve that outcome.
0 days 00:05:58,0 days 00:06:01,SPEAKER 2," But the best, the best resilience initiatives,"
0 days 00:06:01,0 days 00:06:03,SPEAKER 2, it's a bit like creating a tapestry.
0 days 00:06:03,0 days 00:06:05,SPEAKER 2, And so it's almost like it's woven in
0 days 00:06:05,0 days 00:06:08,SPEAKER 2, to the very fabric of the school culture.
0 days 00:06:08,0 days 00:06:09,SPEAKER 2, So it affects everybody.
0 days 00:06:09,0 days 00:06:11,SPEAKER 2, And everyone sees that it benefits their life
0 days 00:06:11,0 days 00:06:13,SPEAKER 2, as well as their life of people around them.
0 days 00:06:13,0 days 00:06:17,SPEAKER 2, And it changes the relationships between people in that school.
0 days 00:06:17,0 days 00:06:19,SPEAKER 1, The festival's idea sounds great fun.
0 days 00:06:19,0 days 00:06:21,SPEAKER 1," I love that. But just because it's fun,"
0 days 00:06:21,0 days 00:06:22,SPEAKER 1, does that mean it's actually doing anything?
0 days 00:06:22,0 days 00:06:23,SPEAKER 1," Are they, is it working?"
0 days 00:06:23,0 days 00:06:25,SPEAKER 1," Or is it just, oh, we get this day where it's fun?"
0 days 00:06:25,0 days 00:06:27,SPEAKER 1, But I think it does.
0 days 00:06:27,0 days 00:06:32,SPEAKER 1," And our program, well, I found it very difficult"
0 days 00:06:32,0 days 00:06:34,SPEAKER 1, to bring a program into our busy curriculum.
0 days 00:06:34,0 days 00:06:38,SPEAKER 1," So with the student programs that I've sort of led,"
0 days 00:06:38,0 days 00:06:40,SPEAKER 1, I've done it in their time lunchtime.
0 days 00:06:40,0 days 00:06:42,SPEAKER 1," And we get together, we meet then,"
0 days 00:06:42,0 days 00:06:45,SPEAKER 1, and then we build these ideas that we want to sort of
0 days 00:06:45,0 days 00:06:47,SPEAKER 1, promote throughout the school in the times
0 days 00:06:47,0 days 00:06:49,SPEAKER 1, when kids are out in the yard.
0 days 00:06:49,0 days 00:06:53,SPEAKER 1, Anyone can. So I avoided the constraints of a time table
0 days 00:06:53,0 days 00:06:55,SPEAKER 1, and used the off time.
0 days 00:06:55,0 days 00:06:58,SPEAKER 1, And it's surprising how many kids don't want to go
0 days 00:06:58,0 days 00:06:59,SPEAKER 1, and have their lunchtime.
0 days 00:06:59,0 days 00:07:01,SPEAKER 1, They'll come along and have a chat with you
0 days 00:07:01,0 days 00:07:02,SPEAKER 1, and want to organise things.
0 days 00:07:02,0 days 00:07:07,SPEAKER 1," And then you can build it into free dress days, festivals,"
0 days 00:07:07,0 days 00:07:11,SPEAKER 1," after school events, camps and all the other things"
0 days 00:07:11,0 days 00:07:13,SPEAKER 1, that you can do outside of your curriculum.
0 days 00:07:13,0 days 00:07:17,SPEAKER 1," What does the resilience program look like at your school, Martin?"
0 days 00:07:17,0 days 00:07:20,SPEAKER 1," At the moment, we've got sort of two levels."
0 days 00:07:20,0 days 00:07:22,SPEAKER 1, We've got a life skills subject.
0 days 00:07:22,0 days 00:07:27,SPEAKER 1, And so we do the education about stress and well-being
0 days 00:07:27,0 days 00:07:30,SPEAKER 1, and things like meditation and also explore
0 days 00:07:30,0 days 00:07:33,SPEAKER 1, stress relief activities for kids.
0 days 00:07:33,0 days 00:07:35,SPEAKER 1, So they can try different things from circus skills
0 days 00:07:35,0 days 00:07:37,SPEAKER 1, to zumba and that's the official stuff
0 days 00:07:37,0 days 00:07:39,SPEAKER 1, where they kind of do some surveys and stuff
0 days 00:07:39,0 days 00:07:42,SPEAKER 1, and work out where they're resilient to years.
0 days 00:07:42,0 days 00:07:45,SPEAKER 1, And then we also have a senior programme
0 days 00:07:45,0 days 00:07:49,SPEAKER 1, that we've just started this year to target it officially
0 days 00:07:49,0 days 00:07:50,SPEAKER 1, because they don't do the life skills subject.
0 days 00:07:50,0 days 00:07:53,SPEAKER 1, So we've got that curriculum base.
0 days 00:07:53,0 days 00:07:55,SPEAKER 1, But then we've got the unofficial witches
0 days 00:07:55,0 days 00:07:58,SPEAKER 1, where it's become part of the culture of the school.
0 days 00:07:58,0 days 00:08:01,SPEAKER 2," Well, we know here 11 and 12 are incredibly vulnerable years."
0 days 00:08:01,0 days 00:08:05,SPEAKER 2, We know that about 20% of students in year 12
0 days 00:08:05,0 days 00:08:07,SPEAKER 2, have some suicidal thoughts during that year.
0 days 00:08:07,0 days 00:08:09,SPEAKER 2," So it's a very, very..."
0 days 00:08:09,0 days 00:08:11,SPEAKER 1, Is that the pressure just of year 12 that brings that up?
0 days 00:08:11,0 days 00:08:13,SPEAKER 2, Am I going to get the marks that I want?
0 days 00:08:13,0 days 00:08:15,SPEAKER 2, Am I going to get into the course that I want or the job that I want?
0 days 00:08:15,0 days 00:08:18,SPEAKER 2, So it's an incredibly vulnerable time.
0 days 00:08:18,0 days 00:08:21,SPEAKER 2, So much so that we really have to rethink our model
0 days 00:08:21,0 days 00:08:24,SPEAKER 2," around well-being, particularly at year 11 and year 12."
0 days 00:08:24,0 days 00:08:28,SPEAKER 2," Obviously, critically is helping parents as well as students"
0 days 00:08:28,0 days 00:08:31,SPEAKER 2, understand how to succeed at school is important.
0 days 00:08:31,0 days 00:08:34,SPEAKER 2, That journey often begins around the middle of year 10
0 days 00:08:34,0 days 00:08:37,SPEAKER 2, is often the time when schools really need to reconnect
0 days 00:08:37,0 days 00:08:40,SPEAKER 2, with the parents that they've lost along the way.
0 days 00:08:40,0 days 00:08:43,SPEAKER 2, But the other thing is to really think about how you utilize
0 days 00:08:43,0 days 00:08:45,SPEAKER 2, your past students as well.
0 days 00:08:45,0 days 00:08:47,SPEAKER 2, And so in a number of areas of Australia
0 days 00:08:47,0 days 00:08:51,SPEAKER 2, who have had past students who've mentored current students
0 days 00:08:51,0 days 00:08:55,SPEAKER 2, but just seeing a future pathway beyond these marks
0 days 00:08:55,0 days 00:08:59,SPEAKER 2," that kids get so focused on is really helpful, I think."
0 days 00:08:59,0 days 00:09:02,SPEAKER 1," People want to see results, don't they?"
0 days 00:09:02,0 days 00:09:05,SPEAKER 1, How do you know that these programs are working?
0 days 00:09:05,0 days 00:09:07,SPEAKER 1," What results would you expect to see, Andrew?"
0 days 00:09:07,0 days 00:09:11,SPEAKER 2," Oh, when we've surveyed over 22,000 young Australians"
0 days 00:09:11,0 days 00:09:14,SPEAKER 2," in terms of this, and you do see incremental shifts"
0 days 00:09:14,0 days 00:09:17,SPEAKER 2, in terms of those eight key areas that I mentioned earlier
0 days 00:09:17,0 days 00:09:20,SPEAKER 2, as schools embark upon initiatives.
0 days 00:09:20,0 days 00:09:24,SPEAKER 2," But beyond the stats, the thing that really shows"
0 days 00:09:24,0 days 00:09:27,SPEAKER 2," me that it's working in a school,"
0 days 00:09:27,0 days 00:09:29,SPEAKER 2," which might sometimes surprise you,"
0 days 00:09:29,0 days 00:09:33,SPEAKER 2," firstly, the level of energy in the schools lifts."
0 days 00:09:33,0 days 00:09:35,SPEAKER 2," And so people kind of look brighter eyed,"
0 days 00:09:35,0 days 00:09:40,SPEAKER 2, but the other real key indicator is that forgiveness creeps
0 days 00:09:40,0 days 00:09:41,SPEAKER 2, into a school.
0 days 00:09:41,0 days 00:09:43,SPEAKER 2, Forgiveness is a critical key in all of this
0 days 00:09:43,0 days 00:09:47,SPEAKER 2," because I suppose the results of those 22,000 surveys"
0 days 00:09:47,0 days 00:09:49,SPEAKER 2, that we've done tell us that young Australians
0 days 00:09:49,0 days 00:09:52,SPEAKER 2, are quite good at forming relationships.
0 days 00:09:52,0 days 00:09:54,SPEAKER 2, What they're not very good at is when a relationship
0 days 00:09:54,0 days 00:09:57,SPEAKER 2," falls upon tough times, how do you patch it up?"
0 days 00:09:57,0 days 00:10:00,SPEAKER 2," And so it's far easier to do a geographical,"
0 days 00:10:00,0 days 00:10:03,SPEAKER 2," I'm not talking to you again, if I had a falling out and move on,"
0 days 00:10:03,0 days 00:10:05,SPEAKER 2," rather than go, hang on, well, maybe, you know,"
0 days 00:10:05,0 days 00:10:07,SPEAKER 2," Martin didn't really mean that,"
0 days 00:10:07,0 days 00:10:10,SPEAKER 2, maybe I need to kind of have a chat and sort of out.
0 days 00:10:10,0 days 00:10:12,SPEAKER 1, Is that cultural? Do you think that's something
0 days 00:10:12,0 days 00:10:14,SPEAKER 1, particularly that it happens in Australia
0 days 00:10:14,0 days 00:10:16,SPEAKER 1," or would it happen in other countries, do you think?"
0 days 00:10:16,0 days 00:10:18,SPEAKER 2," I think it certainly happens around the world,"
0 days 00:10:18,0 days 00:10:22,SPEAKER 2, but I think Australians do have a bit of a cut and run
0 days 00:10:22,0 days 00:10:23,SPEAKER 1, kind of mentality.
0 days 00:10:23,0 days 00:10:26,SPEAKER 1," Yeah, I don't know, I'm genuinely, yeah, it's very interesting."
0 days 00:10:26,0 days 00:10:29,SPEAKER 2, I think maybe our convict origins are part of our family.
0 days 00:10:29,0 days 00:10:31,SPEAKER 2," Well, we often split off from our families,"
0 days 00:10:31,0 days 00:10:34,SPEAKER 2, many of us not all of us and have come out here
0 days 00:10:34,0 days 00:10:38,SPEAKER 2, either as refugees or as convicts or as new settlers.
0 days 00:10:38,0 days 00:10:40,SPEAKER 2, And so it has been a kind of pioneering
0 days 00:10:40,0 days 00:10:42,SPEAKER 2, individualistic kind of model.
0 days 00:10:42,0 days 00:10:44,SPEAKER 1," Another one is attendance,"
0 days 00:10:44,0 days 00:10:46,SPEAKER 1, attendance from staff and students.
0 days 00:10:46,0 days 00:10:47,SPEAKER 1, From staff?
0 days 00:10:47,0 days 00:10:49,SPEAKER 1, There's an upside-down look.
0 days 00:10:49,0 days 00:10:51,SPEAKER 1," All right, I'll go in today."
0 days 00:10:51,0 days 00:10:53,SPEAKER 1," But you can probably vouch for this,"
0 days 00:10:53,0 days 00:10:57,SPEAKER 1, the amount of sort of mental health days or the staff
0 days 00:10:57,0 days 00:10:59,SPEAKER 1, to reduce with that.
0 days 00:10:59,0 days 00:11:02,SPEAKER 1, I think teachers should just have to do four days a week.
0 days 00:11:02,0 days 00:11:04,SPEAKER 1, And then they have always had three days off
0 days 00:11:04,0 days 00:11:07,SPEAKER 1, and then they'd probably be a little bit more have the energy
0 days 00:11:07,0 days 00:11:08,SPEAKER 1, because it's a big job.
0 days 00:11:08,0 days 00:11:12,SPEAKER 1, We've got our data that we get every year from our students.
0 days 00:11:12,0 days 00:11:13,SPEAKER 1, So we go and survey them
0 days 00:11:13,0 days 00:11:17,SPEAKER 1, and they come back to us with a range of responses.
0 days 00:11:17,0 days 00:11:18,SPEAKER 1, But one of the things that we've known
0 days 00:11:18,0 days 00:11:20,SPEAKER 1, since we've started to put a bit of time
0 days 00:11:20,0 days 00:11:23,SPEAKER 1, into some of our programs is that kids feel safe
0 days 00:11:23,0 days 00:11:25,SPEAKER 1, at our school and connected to their school.
0 days 00:11:25,0 days 00:11:27,SPEAKER 1, We've worked on the attendance issues that you talked about.
0 days 00:11:27,0 days 00:11:30,SPEAKER 1, But they also have improved and say in the last three years.
0 days 00:11:30,0 days 00:11:34,SPEAKER 1," So yeah, the safety for us has really improved"
0 days 00:11:34,0 days 00:11:35,SPEAKER 1, in a space of three years
0 days 00:11:35,0 days 00:11:37,SPEAKER 1, and the kids are telling us that.
0 days 00:11:37,0 days 00:11:39,SPEAKER 1, We've had significant change.
0 days 00:11:39,0 days 00:11:44,SPEAKER 1," From 2008, we had 1,950 suspension days,"
0 days 00:11:44,0 days 00:11:46,SPEAKER 1, which is equivalent to 10 years.
0 days 00:11:46,0 days 00:11:51,SPEAKER 1," And in 2011, when the cafe started,"
0 days 00:11:51,0 days 00:11:54,SPEAKER 1, we were down to 350 at the end of 2011.
0 days 00:11:54,0 days 00:11:56,SPEAKER 1, That's fantastic. That's phenomenal.
0 days 00:11:56,0 days 00:11:58,SPEAKER 1, But you also do PBIS.
0 days 00:11:58,0 days 00:11:59,SPEAKER 1, How does PBIS work?
0 days 00:11:59,0 days 00:12:02,SPEAKER 1, So it's recognising positive behaviour
0 days 00:12:02,0 days 00:12:05,SPEAKER 1, and for each time you are recognised
0 days 00:12:05,0 days 00:12:07,SPEAKER 1," for positive behaviour, you get a merit card"
0 days 00:12:07,0 days 00:12:11,SPEAKER 1, or we actually use online modelling system
0 days 00:12:11,0 days 00:12:14,SPEAKER 1, where we can just tick and flick box
0 days 00:12:14,0 days 00:12:16,SPEAKER 1," to say, Mohamed's done a great job today"
0 days 00:12:16,0 days 00:12:18,SPEAKER 1," and he's been a safe, respectful learner"
0 days 00:12:18,0 days 00:12:20,SPEAKER 1, and that goes on his record.
0 days 00:12:20,0 days 00:12:23,SPEAKER 1," Once he gets to 10, he gets a year-advisor award."
0 days 00:12:23,0 days 00:12:26,SPEAKER 1," Once he gets to three lots of year-advisor awards,"
0 days 00:12:26,0 days 00:12:27,SPEAKER 1, he goes on excursion.
0 days 00:12:27,0 days 00:12:30,SPEAKER 1, So where do we find these resilience programmes
0 days 00:12:30,0 days 00:12:33,SPEAKER 1," and where can we find the good ones, the evidence-based ones?"
0 days 00:12:33,0 days 00:12:36,SPEAKER 1," Well, for the information for our life skills subjects,"
0 days 00:12:36,0 days 00:12:38,SPEAKER 1," the resiliency stuff,"
0 days 00:12:38,0 days 00:12:41,SPEAKER 1, actually swapped what we're doing with our school
0 days 00:12:41,0 days 00:12:43,SPEAKER 1, with someone that I met at a PD from another school
0 days 00:12:43,0 days 00:12:45,SPEAKER 1, and we just exchanged our programmes
0 days 00:12:45,0 days 00:12:47,SPEAKER 1, and talked about what worked and what didn't work.
0 days 00:12:47,0 days 00:12:51,SPEAKER 1, So the best ideas you steal from other people?
0 days 00:12:51,0 days 00:12:53,SPEAKER 1, I'm a big fan of stealing.
0 days 00:12:53,0 days 00:12:54,SPEAKER 1, You should always steal.
0 days 00:12:54,0 days 00:12:56,SPEAKER 1," Yeah, because it's dull and all that."
0 days 00:12:56,0 days 00:12:58,SPEAKER 1, Nothing's original. You steal all the time.
0 days 00:12:58,0 days 00:13:02,SPEAKER 1," Yeah, youth workers in our community have often brought ideas along"
0 days 00:13:02,0 days 00:13:04,SPEAKER 1, and then we've gone and asked other schools
0 days 00:13:04,0 days 00:13:05,SPEAKER 1, how they work with them.
0 days 00:13:05,0 days 00:13:08,SPEAKER 1, So comparing notes with local schools.
0 days 00:13:08,0 days 00:13:11,SPEAKER 1, Our multi-pride programme is in maybe five or six schools
0 days 00:13:11,0 days 00:13:14,SPEAKER 1," started off in one school, adopted by others"
0 days 00:13:14,0 days 00:13:17,SPEAKER 1, and each school is probably ran with it slightly differently.
0 days 00:13:17,0 days 00:13:19,SPEAKER 1," They're all student-led,"
0 days 00:13:19,0 days 00:13:21,SPEAKER 1, but the kids pick the types of issues
0 days 00:13:21,0 days 00:13:23,SPEAKER 1, that are important to their school.
0 days 00:13:23,0 days 00:13:25,SPEAKER 1, So multi-pride in one school
0 days 00:13:25,0 days 00:13:27,SPEAKER 1," might be slightly different to the other,"
0 days 00:13:27,0 days 00:13:28,SPEAKER 1, except that they do meet
0 days 00:13:28,0 days 00:13:30,SPEAKER 1, and they talk about student issues.
0 days 00:13:30,0 days 00:13:32,SPEAKER 1, And you can you find these things online?
0 days 00:13:32,0 days 00:13:36,SPEAKER 2," Yes, I mean, alongside the Beyond Blue website, obviously."
0 days 00:13:36,0 days 00:13:38,SPEAKER 1, And the Mind Matters website?
0 days 00:13:38,0 days 00:13:39,SPEAKER 2, And the Mind Matters website.
0 days 00:13:39,0 days 00:13:43,SPEAKER 2," There's also, I manage a couple of Facebook pages"
0 days 00:13:43,0 days 00:13:44,SPEAKER 2, where I collect ideas.
0 days 00:13:44,0 days 00:13:46,SPEAKER 2," One's called Resident Youth Australia,"
0 days 00:13:46,0 days 00:13:50,SPEAKER 2, where I put up ideas that are abused by schools all around
0 days 00:13:50,0 days 00:13:53,SPEAKER 2, the country and overseas in terms of resilience initiatives
0 days 00:13:53,0 days 00:13:55,SPEAKER 2, which have basis in research.
0 days 00:13:55,0 days 00:13:58,SPEAKER 2," And another one which is for teachers,"
0 days 00:13:58,0 days 00:14:00,SPEAKER 2, which is all of the stuff on neuroscience
0 days 00:14:00,0 days 00:14:02,SPEAKER 2, and learning how brains work
0 days 00:14:02,0 days 00:14:04,SPEAKER 2, and activities for classrooms
0 days 00:14:04,0 days 00:14:05,SPEAKER 2, called the Learning Brain.
0 days 00:14:05,0 days 00:14:08,SPEAKER 1, I've actually downloaded information
0 days 00:14:08,0 days 00:14:11,SPEAKER 1," about, to educate students about sleep hygiene"
0 days 00:14:11,0 days 00:14:13,SPEAKER 1, and stuff from Andrew's website too.
0 days 00:14:13,0 days 00:14:15,SPEAKER 1," So there's a lot of, yeah."
