Start,End,Speaker,Text
0 days 00:03:17,0 days 00:03:20,SPEAKER 2, And I've got more context on that issue as well.
0 days 00:03:20,0 days 00:03:23,SPEAKER 2," Of all the unarmed people shot and killed by police in 2015,"
0 days 00:03:23,0 days 00:03:25,SPEAKER 2," 40% of them were black men,"
0 days 00:03:25,0 days 00:03:28,SPEAKER 2, even though black men make up just 6% of the nation's population.
0 days 00:03:28,0 days 00:03:30,SPEAKER 2," OK, according to now,"
0 days 00:03:30,0 days 00:03:32,SPEAKER 2, they always talk about black and black crime.
0 days 00:03:32,0 days 00:03:33,SPEAKER 2, Let's talk about that.
0 days 00:03:33,0 days 00:03:35,SPEAKER 2," According to FBI numbers from 2014,"
0 days 00:03:35,0 days 00:03:37,SPEAKER 2, about 90% of black homicide victims
0 days 00:03:37,0 days 00:03:38,SPEAKER 2, were killed by other black people.
0 days 00:03:38,0 days 00:03:40,SPEAKER 2," The white-on-white murder rate that same year,"
0 days 00:03:40,0 days 00:03:42,SPEAKER 2, homicides in which a white person
0 days 00:03:42,0 days 00:03:43,SPEAKER 2, was killed by another white person
0 days 00:03:43,0 days 00:03:46,SPEAKER 2, was 82% of all murders of white people.
0 days 00:03:46,0 days 00:03:49,SPEAKER 2, Yet you almost never hear a white-on-white crime.
0 days 00:03:49,0 days 00:03:52,SPEAKER 2, And you certainly don't hear right-wingers
0 days 00:03:52,0 days 00:03:53,SPEAKER 2," on cable news talking about,"
0 days 00:03:53,0 days 00:03:55,SPEAKER 2," man, we got to fix white culture."
0 days 00:03:56,0 days 00:03:58,SPEAKER 2, White people are constantly killing other white people.
0 days 00:03:58,0 days 00:03:59,SPEAKER 2, What is wrong with them?
0 days 00:03:59,0 days 00:04:00,SPEAKER 2, Where are their fathers?
0 days 00:04:00,0 days 00:04:02,SPEAKER 2, You don't hear that often.
0 days 00:04:02,0 days 00:04:03,SPEAKER 2," OK, a report released last week"
0 days 00:04:03,0 days 00:04:05,SPEAKER 2, by the Center for Policing Equity
0 days 00:04:05,0 days 00:04:08,SPEAKER 2, which reviewed arrest and use of force of data
0 days 00:04:08,0 days 00:04:10,SPEAKER 2, from 12 police departments
0 days 00:04:10,0 days 00:04:11,SPEAKER 2, concluded that black residents
0 days 00:04:11,0 days 00:04:13,SPEAKER 2, were more often targeted
0 days 00:04:13,0 days 00:04:16,SPEAKER 2, for use of police force than white residents
0 days 00:04:16,0 days 00:04:17,SPEAKER 2, even when adjusting
0 days 00:04:17,0 days 00:04:19,SPEAKER 2, for whether the person was a violent criminal.
0 days 00:04:21,0 days 00:04:24,SPEAKER 2," So they adjust to see, wait, look,"
0 days 00:04:25,0 days 00:04:28,SPEAKER 2, this guy's saying blacks are violent criminals.
0 days 00:04:28,0 days 00:04:29,SPEAKER 2," Well, they already adjusted for that."
0 days 00:04:29,0 days 00:04:30,SPEAKER 2," And it turns out,"
0 days 00:04:31,0 days 00:04:34,SPEAKER 2, even in cases where white-on-black
0 days 00:04:34,0 days 00:04:36,SPEAKER 2, are equivalently criminal or violent
0 days 00:04:36,0 days 00:04:39,SPEAKER 2," or equivalently non-criminal and non-violent,"
0 days 00:04:39,0 days 00:04:41,SPEAKER 2," yes, we get to attack more black people."
0 days 00:04:41,0 days 00:04:44,SPEAKER 2, So this is based on the data from 12 police departments.
0 days 00:04:44,0 days 00:04:45,SPEAKER 2, So it's not our opinion.
0 days 00:04:46,0 days 00:04:48,SPEAKER 2, These are facts from police departments.
0 days 00:04:48,0 days 00:04:51,SPEAKER 2," OK, in a report covering 2015 data,"
0 days 00:04:51,0 days 00:04:52,SPEAKER 2, this is a whole mother group.
0 days 00:04:52,0 days 00:04:53,SPEAKER 2," These are all separate groups,"
0 days 00:04:53,0 days 00:04:54,SPEAKER 2," all investigating it,"
0 days 00:04:54,0 days 00:04:55,SPEAKER 2, all coming up with these answers.
0 days 00:04:55,0 days 00:04:57,SPEAKER 2," Campaign zero,"
0 days 00:04:57,0 days 00:04:59,SPEAKER 2, compared violent crime rates of 50 major cities
0 days 00:04:59,0 days 00:05:01,SPEAKER 2, to the rate at which police officers
0 days 00:05:01,0 days 00:05:02,SPEAKER 2," killed people,"
0 days 00:05:02,0 days 00:05:04,SPEAKER 2, concluding that there was no correlation.
0 days 00:05:05,0 days 00:05:07,SPEAKER 2," Now, think about that for a second."
0 days 00:05:07,0 days 00:05:08,SPEAKER 2," Every once in a while, they'll say,"
0 days 00:05:08,0 days 00:05:09,SPEAKER 2," look, it's Chicago."
0 days 00:05:09,0 days 00:05:11,SPEAKER 2, It's a black-on-black crime.
0 days 00:05:11,0 days 00:05:12,SPEAKER 2," And then in the cops,"
0 days 00:05:12,0 days 00:05:13,SPEAKER 2, they got to protect themselves.
0 days 00:05:13,0 days 00:05:15,SPEAKER 2," And this guy saw it by the high in New York,"
0 days 00:05:15,0 days 00:05:17,SPEAKER 2," so there's so many black criminals in New York,"
0 days 00:05:17,0 days 00:05:19,SPEAKER 2," and that's why the cops are in danger,"
0 days 00:05:19,0 days 00:05:20,SPEAKER 2, and they're going to protect themselves.
0 days 00:05:20,0 days 00:05:23,SPEAKER 2, But it turns out that the police officers
0 days 00:05:23,0 days 00:05:26,SPEAKER 2, killing people is not correlated
0 days 00:05:26,0 days 00:05:28,SPEAKER 2," to how violent that city is,"
0 days 00:05:28,0 days 00:05:29,SPEAKER 2, and how much violent crime there is.
0 days 00:05:29,0 days 00:05:31,SPEAKER 2, I know that seems counterintuitive.
0 days 00:05:31,0 days 00:05:31,SPEAKER 2, I get it.
0 days 00:05:31,0 days 00:05:33,SPEAKER 2," Like, you think, well,"
0 days 00:05:33,0 days 00:05:34,SPEAKER 2," it's a violent city,"
0 days 00:05:34,0 days 00:05:36,SPEAKER 2, and hence the cops shoot more people.
0 days 00:05:36,0 days 00:05:37,SPEAKER 2," But it turns out when you look at the data,"
0 days 00:05:37,0 days 00:05:38,SPEAKER 2, that's not true.
0 days 00:05:39,0 days 00:05:41,SPEAKER 2, It is not correlated to that.
0 days 00:05:41,0 days 00:05:46,SPEAKER 2," So, some cities train a certain way,"
0 days 00:05:46,0 days 00:05:48,SPEAKER 2, and others train in another way.
0 days 00:05:48,0 days 00:05:50,SPEAKER 2, It turns out if you do the wrong kind of training
0 days 00:05:50,0 days 00:05:51,SPEAKER 2," that is overly aggressive,"
0 days 00:05:51,0 days 00:05:53,SPEAKER 2," you will get more people being shot,"
0 days 00:05:53,0 days 00:05:54,SPEAKER 2," both white and black,"
0 days 00:05:54,0 days 00:05:55,SPEAKER 2," but blacks disproportionately,"
0 days 00:05:56,0 days 00:05:58,SPEAKER 2, not based on whether those cities
0 days 00:05:59,0 days 00:06:00,SPEAKER 2," have a lot of violent crime or not,"
0 days 00:06:00,0 days 00:06:02,SPEAKER 2, but based on the police training.
0 days 00:06:02,0 days 00:06:04,SPEAKER 2," See, if you look into the data,"
0 days 00:06:04,0 days 00:06:05,SPEAKER 2, you actually find out the truth.
0 days 00:06:06,0 days 00:06:06,SPEAKER 1, All right.
0 days 00:06:07,0 days 00:06:10,SPEAKER 2, Another independent analysis from the post data
0 days 00:06:10,0 days 00:06:13,SPEAKER 2, conducted by a team of criminal justice researchers
0 days 00:06:13,0 days 00:06:15,SPEAKER 2," concluded that when factoring in threat level,"
0 days 00:06:15,0 days 00:06:18,SPEAKER 2, black Americans who are fatally shot by police
0 days 00:06:18,0 days 00:06:20,SPEAKER 2," are, in fact,"
0 days 00:06:20,0 days 00:06:22,SPEAKER 2, less likely to be posing an imminent
0 days 00:06:22,0 days 00:06:24,SPEAKER 2, lethal threat to the officers
0 days 00:06:24,0 days 00:06:26,SPEAKER 2, at the moment that they are killed
0 days 00:06:26,0 days 00:06:29,SPEAKER 2, than white Americans fatally shot by the police.
0 days 00:06:29,0 days 00:06:30,SPEAKER 2," So, I'm going to break that down for you."
0 days 00:06:32,0 days 00:06:33,SPEAKER 2," So, they had a number of factors"
0 days 00:06:33,0 days 00:06:37,SPEAKER 2, as showed whether the comp was an imminent danger.
0 days 00:06:38,0 days 00:06:39,SPEAKER 2," So, and they analyzed that."
0 days 00:06:39,0 days 00:06:41,SPEAKER 2, They don't look at their race yet.
0 days 00:06:41,0 days 00:06:42,SPEAKER 2, They just analyzed the data
0 days 00:06:42,0 days 00:06:44,SPEAKER 2, how much was the cop in danger.
0 days 00:06:44,0 days 00:06:46,SPEAKER 2," Then they look at the race and say,"
0 days 00:06:46,0 days 00:06:48,SPEAKER 2," okay, well, if it's logical"
0 days 00:06:48,0 days 00:06:49,SPEAKER 2," and it has nothing new with race,"
0 days 00:06:49,0 days 00:06:50,SPEAKER 2, you should see that the blacks
0 days 00:06:50,0 days 00:06:52,SPEAKER 2, that they shot disproportionate
0 days 00:06:52,0 days 00:06:54,SPEAKER 2, were actually more of a threat to the cops.
0 days 00:06:54,0 days 00:06:55,SPEAKER 2, That's why they got shot.
0 days 00:06:55,0 days 00:06:57,SPEAKER 2," Oh, you see, they had it coming."
0 days 00:06:57,0 days 00:06:58,SPEAKER 2, But when they looked at the data
0 days 00:06:58,0 days 00:06:59,SPEAKER 2," and they lined it up,"
0 days 00:06:59,0 days 00:07:01,SPEAKER 2," it turns out, no, that wasn't the case."
0 days 00:07:01,0 days 00:07:03,SPEAKER 2," In fact, it was the opposite."
0 days 00:07:03,0 days 00:07:06,SPEAKER 2, The whites that the police were having encounters with
0 days 00:07:06,0 days 00:07:09,SPEAKER 2, had actually put them in greater imminent danger
0 days 00:07:09,0 days 00:07:13,SPEAKER 2, but blacks were killed at a disproportionate rate anyway.
0 days 00:07:14,0 days 00:07:16,SPEAKER 2," When they removed all the factors,"
0 days 00:07:16,0 days 00:07:18,SPEAKER 2, is it a violent city?
0 days 00:07:18,0 days 00:07:20,SPEAKER 2, Is there more crime in that city
0 days 00:07:20,0 days 00:07:22,SPEAKER 2, or was the cop an imminent danger?
0 days 00:07:22,0 days 00:07:23,SPEAKER 2, You know what the one factor
0 days 00:07:23,0 days 00:07:24,SPEAKER 2, that led most conclusively
0 days 00:07:24,0 days 00:07:26,SPEAKER 2, to whether somebody was going to get shot
0 days 00:07:26,0 days 00:07:27,SPEAKER 2, by a police officer?
0 days 00:07:28,0 days 00:07:31,SPEAKER 2, That factor was whether they were black or not.
0 days 00:07:33,0 days 00:07:35,SPEAKER 2," So, now, that's not to say that all the cops are racist."
0 days 00:07:36,0 days 00:07:38,SPEAKER 2, It's to say we have an unconscious bias
0 days 00:07:39,0 days 00:07:40,SPEAKER 2, in this society.
0 days 00:07:40,0 days 00:07:41,SPEAKER 2," Yes, some are explicitly racist."
0 days 00:07:41,0 days 00:07:43,SPEAKER 2," Yes, some are implicitly racist."
0 days 00:07:43,0 days 00:07:45,SPEAKER 2, But most of them don't even know
0 days 00:07:45,0 days 00:07:46,SPEAKER 2, that they have it in the back of their heads.
0 days 00:07:46,0 days 00:07:48,SPEAKER 2, And sometimes it's done by black cops
0 days 00:07:48,0 days 00:07:50,SPEAKER 2, and Latino cops and Asian cops.
0 days 00:07:50,0 days 00:07:52,SPEAKER 2, We have done conscious bias
0 days 00:07:52,0 days 00:07:53,SPEAKER 2, and it is proven over and over again.
0 days 00:07:53,0 days 00:07:55,SPEAKER 2," And no, it is not just because,"
0 days 00:07:55,0 days 00:07:58,SPEAKER 2," ah, you know, the blacks are prone to criminality."
0 days 00:07:58,0 days 00:08:01,SPEAKER 2," No, you're targeting blacks more."
0 days 00:08:01,0 days 00:08:03,SPEAKER 2, And it's proven out by the data.
0 days 00:08:03,0 days 00:08:05,SPEAKER 2, But you don't want to see the data.
0 days 00:08:05,0 days 00:08:06,SPEAKER 2, You don't want to see the truth
0 days 00:08:06,0 days 00:08:08,SPEAKER 2, because that's in commune for you.
0 days 00:08:08,0 days 00:08:09,SPEAKER 2," Instead, you go on national TV"
0 days 00:08:09,0 days 00:08:12,SPEAKER 2, and imply they're more violent.
0 days 00:08:12,0 days 00:08:13,SPEAKER 2, You know how blacks are.
0 days 00:08:13,0 days 00:08:15,SPEAKER 2, That's why they had it coming.
0 days 00:08:15,0 days 00:08:17,SPEAKER 2, That's why the cops keep shooting at them.
0 days 00:08:17,0 days 00:08:20,SPEAKER 2, But when you realize that is not remotely the case.
