Start,End,Speaker,Text
0 days 00:01:25,0 days 00:01:28,SPEAKER 1, We are interested in doing infrastructure.
0 days 00:01:28,0 days 00:01:31,SPEAKER 1, It's clear the president isn't.
0 days 00:01:31,0 days 00:01:34,SPEAKER 1, He is looking for every excuse.
0 days 00:01:34,0 days 00:01:40,SPEAKER 1," On impeachment, House Democrats are split, some like California's Maxine Waters, who's"
0 days 00:01:40,0 days 00:01:42,SPEAKER 1," part of the leadership, favorite."
0 days 00:01:42,0 days 00:01:43,SPEAKER 1, I'm foreign impeachment.
0 days 00:01:43,0 days 00:01:45,SPEAKER 1, I've always been foreign impeachment.
0 days 00:01:45,0 days 00:01:46,SPEAKER 1, I've never backed up.
0 days 00:01:46,0 days 00:01:48,SPEAKER 1, I've never changed my mind.
0 days 00:01:48,0 days 00:01:49,SPEAKER 1, I think he should be impeached.
0 days 00:01:49,0 days 00:01:55,SPEAKER 1, But others like House Oversight share Elijah Cummings of Maryland are less eager.
0 days 00:01:55,0 days 00:01:58,SPEAKER 1, Americans are state of course.
0 days 00:01:58,0 days 00:02:07,SPEAKER 1, Let's continue to look to the courts to provide the remedies with regard to getting us the
0 days 00:02:07,0 days 00:02:10,SPEAKER 1, information that we need to do our jobs.
0 days 00:02:10,0 days 00:02:15,SPEAKER 1," The Trump administration is pushing back on multiple investigations, including requests"
0 days 00:02:15,0 days 00:02:19,SPEAKER 1, by Congress for the president's tax returns.
0 days 00:02:19,0 days 00:02:25,SPEAKER 1, The Washington Post reported yesterday that a confidential internal revenue service memo
0 days 00:02:25,0 days 00:02:31,SPEAKER 1, says tax returns must be given to Congress unless executive privilege is invoked.
0 days 00:02:31,0 days 00:02:37,SPEAKER 1," Before the House Financial Services Committee today, Treasury Secretary Stephen Manuchin said"
0 days 00:02:37,0 days 00:02:42,SPEAKER 1, the memo doesn't contradict the Treasury's reason for withholding the returns.
0 days 00:02:42,0 days 00:02:47,SPEAKER 1, He argues the release request does not have a legislative purpose.
0 days 00:02:47,0 days 00:02:52,SPEAKER 1, That memo I understand is addressing a different issue and is not addressing the issue that we
0 days 00:02:52,0 days 00:02:54,SPEAKER 1, in the Department of Justice looked at.
0 days 00:02:54,0 days 00:03:00,SPEAKER 1," In New York, meanwhile, state lawmakers passed a bill that would give Congress access to"
0 days 00:03:00,0 days 00:03:06,SPEAKER 1, the president's state tax returns if the IRS does not release them in full.
0 days 00:03:06,0 days 00:03:11,SPEAKER 1, And there was one area of cooperation between Congress and the executive branch.
0 days 00:03:11,0 days 00:03:16,SPEAKER 1, The House Intelligence Committee says it reached a deal with the Justice Department to turn
0 days 00:03:16,0 days 00:03:22,SPEAKER 1, over some underlying intelligence documents from the Mueller report.
0 days 00:03:22,0 days 00:03:27,SPEAKER 1," Until later, a federal judge in New York moved swiftly in a ruling to uphold Congress's"
0 days 00:03:27,0 days 00:03:33,SPEAKER 1, power to subpoena financial records from banks doing business with the president.
0 days 00:03:33,0 days 00:03:36,SPEAKER 1," And our Congressional correspondent, Lisa Desjardins, joins me now."
0 days 00:03:36,0 days 00:03:38,SPEAKER 1," Lisa, you've been reporting on this all day."
0 days 00:03:38,0 days 00:03:41,SPEAKER 1, What do we know about what happened at that meeting at the White House?
0 days 00:03:41,0 days 00:03:44,SPEAKER 2, The best route we've gotten so far is from Democrats who are there.
0 days 00:03:44,0 days 00:03:47,SPEAKER 2, And what Democrats say happened is the president walked in.
0 days 00:03:47,0 days 00:03:49,SPEAKER 2, He spoke to them for exactly three minutes.
0 days 00:03:49,0 days 00:03:52,SPEAKER 2, And he's told them that he wants to do infrastructure.
0 days 00:03:52,0 days 00:03:55,SPEAKER 2, He also wants to deal on trade and some other items.
0 days 00:03:55,0 days 00:04:00,SPEAKER 2," But that given Speaker Pelosi's comments today, which he called terrible, accusing him of"
0 days 00:04:00,0 days 00:04:05,SPEAKER 2," a cover-up, and the Democratic investigations, he says it's not possible, and he cannot work"
0 days 00:04:05,0 days 00:04:06,SPEAKER 2, with them.
0 days 00:04:06,0 days 00:04:10,SPEAKER 2," He walked out before they could sit down, and that was the end of the meeting."
0 days 00:04:10,0 days 00:04:14,SPEAKER 1," So we're now, we're reporting on this Democratic leader saying they're not prepared to begin"
0 days 00:04:14,0 days 00:04:18,SPEAKER 1," an impeachment inquiry, but they do have some kind of plan."
0 days 00:04:18,0 days 00:04:20,SPEAKER 1, So what are you hearing?
0 days 00:04:20,0 days 00:04:22,SPEAKER 2, That was the news from before the meeting with the president.
0 days 00:04:22,0 days 00:04:26,SPEAKER 2, Here's what happened after Democrats met this morning.
0 days 00:04:26,0 days 00:04:29,SPEAKER 2, Speaker Pelosi said this is what they are doing now.
0 days 00:04:29,0 days 00:04:33,SPEAKER 2, Democrats seem to generally be on board this idea for now.
0 days 00:04:33,0 days 00:04:34,SPEAKER 2, So here's what's happening.
0 days 00:04:34,0 days 00:04:38,SPEAKER 2, There are five House Democratic committees that are investigating the president in various
0 days 00:04:38,0 days 00:04:41,SPEAKER 2," areas, some include the Mueller report."
0 days 00:04:41,0 days 00:04:43,SPEAKER 2, Others include his financial dealings.
0 days 00:04:43,0 days 00:04:44,SPEAKER 2, There are planning.
0 days 00:04:44,0 days 00:04:51,SPEAKER 2," They will be having hearings, subpoenas being issued, and if those subpoenas are not complied"
0 days 00:04:51,0 days 00:04:56,SPEAKER 2," with, as we are seeing so far, they have not been, Democrats are counting on court action."
0 days 00:04:56,0 days 00:05:00,SPEAKER 2, Now they are considering what's called inherent contempt of Congress.
0 days 00:05:00,0 days 00:05:05,SPEAKER 2," That is a power that Congress has on its own to arrest someone even, or issue fines for"
0 days 00:05:05,0 days 00:05:08,SPEAKER 2, those who do not cooperate with their investigations.
0 days 00:05:08,0 days 00:05:10,SPEAKER 2, It has not been used since 1935.
0 days 00:05:10,0 days 00:05:14,SPEAKER 2, Speaker Pelosi told members today that it is on the table.
0 days 00:05:14,0 days 00:05:19,SPEAKER 2," The message here, Judy, is have faith in the process that we've begun, even as some members"
0 days 00:05:19,0 days 00:05:21,SPEAKER 2, would like to go farther now.
0 days 00:05:21,0 days 00:05:26,SPEAKER 2," Pelosi was able to bring down the temperature in the room, and these court action today especially"
0 days 00:05:26,0 days 00:05:30,SPEAKER 2, helps her argument for this longer process.
0 days 00:05:30,0 days 00:05:31,SPEAKER 1, So that's what the leaders are saying.
0 days 00:05:31,0 days 00:05:37,SPEAKER 1," How are Republicans, Democrats, down the line responding to all this?"
0 days 00:05:37,0 days 00:05:39,SPEAKER 2, These two stories are highly connected.
0 days 00:05:39,0 days 00:05:42,SPEAKER 2," Of course, the president is saying that the investigations are the reasons that he will"
0 days 00:05:42,0 days 00:05:44,SPEAKER 2, not cooperate with Democrats.
0 days 00:05:44,0 days 00:05:48,SPEAKER 2, Democrats say that they think that this exposes a weak point on the part of the president.
0 days 00:05:48,0 days 00:05:53,SPEAKER 2, They also believe Democrats that this was a setup that the president was not able to deal
0 days 00:05:53,0 days 00:05:57,SPEAKER 2, on infrastructure because the truth is it is a difficult issue for Republicans to pay for
0 days 00:05:57,0 days 00:06:01,SPEAKER 2, a $2 trillion infrastructure deal.
0 days 00:06:01,0 days 00:06:04,SPEAKER 2, Democrats believe the president went into that meeting looking for an excuse to get out
0 days 00:06:04,0 days 00:06:09,SPEAKER 2, of the infrastructure deal he had agreed to tentatively before.
0 days 00:06:09,0 days 00:06:13,SPEAKER 2," Republicans, on the other hand, say it's Nancy Pelosi, who was voting the president, when"
0 days 00:06:13,0 days 00:06:18,SPEAKER 2," she said that he's involved in a cover-up, a crime, very strong words."
0 days 00:06:18,0 days 00:06:20,SPEAKER 2," Some Republicans, though, Judy are having a difficult time with this."
0 days 00:06:20,0 days 00:06:25,SPEAKER 2," I spoke to John Cornyn of Texas, the senator, who said I understand why the president feels"
0 days 00:06:25,0 days 00:06:30,SPEAKER 2," as he does, but we do have a duty to do our jobs."
0 days 00:06:30,0 days 00:06:35,SPEAKER 2, And he's hopeful that the president actually engages on at least some topics soon.
0 days 00:06:35,0 days 00:06:36,SPEAKER 2, That remains to be seen.
0 days 00:06:36,0 days 00:06:39,SPEAKER 1," Well, speaking of that, I mean, the president is saying I'm not going to talk to you about"
0 days 00:06:39,0 days 00:06:40,SPEAKER 1, anything.
0 days 00:06:40,0 days 00:06:44,SPEAKER 1," We're not going to negotiate or anything as long as you are investigating me, thinking about"
0 days 00:06:44,0 days 00:06:45,SPEAKER 1, impeachment.
0 days 00:06:45,0 days 00:06:48,SPEAKER 1, So what real world effect do they think this is going to have right now?
0 days 00:06:48,0 days 00:06:50,SPEAKER 2, I think this is the most important question.
0 days 00:06:50,0 days 00:06:55,SPEAKER 2, There are many issues really kind of ready for action in Congress right now in meeting action.
0 days 00:06:55,0 days 00:06:56,SPEAKER 2, Let's look at a few.
0 days 00:06:56,0 days 00:07:00,SPEAKER 2," First of all, hurricane, fire, and flood relief, much of that from last year, billions of"
0 days 00:07:00,0 days 00:07:02,SPEAKER 2, dollars waiting for action.
0 days 00:07:02,0 days 00:07:04,SPEAKER 2, There had hoped to be a deal this week.
0 days 00:07:04,0 days 00:07:07,SPEAKER 2, It looks like that may be slipping away.
0 days 00:07:07,0 days 00:07:11,SPEAKER 2," There are also approaching budget cuts later this year, and there was a potential deal this"
0 days 00:07:11,0 days 00:07:14,SPEAKER 2, week also getting toward a deal in that.
0 days 00:07:14,0 days 00:07:17,SPEAKER 2, That seems to also be slipping away.
0 days 00:07:17,0 days 00:07:21,SPEAKER 2, There also is a lot of talk about doing something on healthcare and prescription drug costs
0 days 00:07:21,0 days 00:07:23,SPEAKER 2, on a bipartisan way.
0 days 00:07:23,0 days 00:07:28,SPEAKER 2," But if the president is not engaging on these topics, it creates a problem for everyone."
0 days 00:07:28,0 days 00:07:33,SPEAKER 2, Some important reporting from our Yamiche Alcindor White House aides told her that the president
0 days 00:07:33,0 days 00:07:38,SPEAKER 2," will engage on some things like, for example, keeping government open."
0 days 00:07:38,0 days 00:07:43,SPEAKER 2," But I think we need to see day by day how the president handles this, how he deals with Democrats"
0 days 00:07:43,0 days 00:07:44,SPEAKER 2, today.
0 days 00:07:44,0 days 00:07:45,SPEAKER 2, He didn't want to deal with them at all.
0 days 00:07:45,0 days 00:07:48,SPEAKER 1, So interesting and fast-moving Lisa Desjardins.
0 days 00:07:48,0 days 00:07:49,SPEAKER 1, Thank you.
0 days 00:07:49,0 days 00:07:50,SPEAKER 1, You're welcome.
