Start,End,Speaker,Text
0 days 00:06:59,0 days 00:07:04,SPEAKER 2, of women liars. She weighs in on it again and again. She says it doesn't know about the payment. So
0 days 00:07:04,0 days 00:07:08,SPEAKER 2," you know what, if she's going to say she's there's no reason to know anything now, then she should have"
0 days 00:07:08,0 days 00:07:13,SPEAKER 1," said nothing before, but that's not what happened, Joan. And I mean, Rudy Giuliani, I haven't talked to"
0 days 00:07:13,0 days 00:07:17,SPEAKER 1, you since. And she said it was an arbitration. Let's let Joan have something while I'm here.
0 days 00:07:18,0 days 00:07:24,SPEAKER 1," Right, she has, she's waiting on this before. She's obviously been wrong. Rudy Giuliani made a liar"
0 days 00:07:24,0 days 00:07:29,SPEAKER 1, out of her and the president and Michael Cohen last night. She looked shaken. She has lost the room.
0 days 00:07:29,0 days 00:07:33,SPEAKER 1, I don't agree with Jason that she's done a good job. She kept coming back to that formulation.
0 days 00:07:34,0 days 00:07:38,SPEAKER 1," I gave you the best information I had. It's like if I ran a deli, Erin, and I said to you,"
0 days 00:07:38,0 days 00:07:43,SPEAKER 1," I sold you the best pastrami I had, Erin. And I'm sorry, you got sick because it was a little rancid."
0 days 00:07:43,0 days 00:07:48,SPEAKER 1, She can't defend what she's been saying because she's either gone out and willingly peddled something.
0 days 00:07:48,0 days 00:07:52,SPEAKER 1, And now she's going back to I don't have all the information. So don't ask me.
0 days 00:07:52,0 days 00:07:56,SPEAKER 2," And Joan, quickly before we go, you did have some empathy for her today."
0 days 00:07:56,0 days 00:08:00,SPEAKER 1, That was not the Sarah Sanders. We know that's not the kind of contempt. She was tough woman. She
0 days 00:08:00,0 days 00:08:04,SPEAKER 1, seemed chasing. She seemed a little bit off her game for sure.
